STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AFG,Afghanistan,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,353.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DZA,Algeria,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,239.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ATG,Antigua and Barbuda,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,82.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUS,Australia,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,24.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,AUT,Austria,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,42.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BHR,Bahrain,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,198.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BGD,Bangladesh,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,261.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BRB,Barbados,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,84.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BLR,Belarus,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,44.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BEL,Belgium,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,33.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BEN,Benin,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,312.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BOL,Bolivia,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,290.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BWA,Botswana,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,167.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BRA,Brazil,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,169.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,VGB,British Virgin Islands,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,90.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BRN,Brunei Darussalam,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,89.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BGR,Bulgaria,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,54.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,BFA,Burkina Faso,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,344.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CPV,Cabo Verde,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,172.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CMR,Cameroon,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,280.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAN,Canada,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,32.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CAF,Central African Republic,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,283.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,TCD,Chad,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,267.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CHL,Chile,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,153.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COL,Colombia,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,134.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,COG,"Congo, Rep.",WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,193.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CRI,Costa Rica,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,96.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,321.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CUB,Cuba,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,44.1,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,CZE,Czechia,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,24.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DNK,Denmark,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,25.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DMA,Dominica,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,136.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DOM,Dominican Republic,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,147.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECU,Ecuador,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,176.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,319.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLV,El Salvador,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,184.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,207.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FJI,Fiji,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,78.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FIN,Finland,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,26.8,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FRA,France,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,28.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GAB,Gabon,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,218.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GMB,"Gambia, The",WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,361.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GHA,Ghana,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,209.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,46.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRD,Grenada,WB_WDI_SH_DYN_MORT,"Mortality rate, under-5 (per 1,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P3BR_L,Deaths per 1 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1960,95.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Mortality rate, under-5 (per 1,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
